date,avgtemp,evaporation,H,Q,rainfall
23/2/2013,18.5,1.6,403,1520,0
24/2/2013,19.2,2.3,317,933,0
25/2/2013,20.7,1.7,285,759,0
26/2/2013,21.3,0.6,262,653,0
27/2/2013,23,1.1,267,678,0
28/2/2013,24.4,2.3,289,775,0
1/3/2013,25.6,2.5,287,767,0
2/3/2013,23.6,1.5,307,875,3
3/3/2013,18.1,2.5,298,824,0
4/3/2013,17.8,1.9,273,703,0
5/3/2013,19.3,3.3,277,721,0
6/3/2013,19.6,2.7,313,910,0
7/3/2013,21.3,1.7,343,1090,0
8/3/2013,22.3,1.5,378,1320,0
9/3/2013,22.6,2.3,361,1210,0.1
10/3/2013,22.2,1.4,341,1070,0
11/3/2013,23.9,3.1,351,1140,0
12/3/2013,22.9,1.7,376,1310,0
13/3/2013,24.6,2,368,1260,0
14/3/2013,24.3,1.9,354,1150,0
15/3/2013,23.1,1.9,350,1140,0
16/3/2013,24.7,3.1,372,1280,0
17/3/2013,25.4,1.8,370,1260,0
18/3/2013,25.6,2.7,361,1200,0
19/3/2013,26.4,2.2,363,1220,0
20/3/2013,27.1,2.7,394,1440,0
21/3/2013,26.3,2.4,418,1620,0
22/3/2013,26.2,2.9,396,1450,0
23/3/2013,26.8,2.7,373,1290,0
24/3/2013,26.8,2.5,375,1300,0
25/3/2013,26.3,2.5,357,1170,0
26/3/2013,27.1,2.1,371,1270,0
27/3/2013,23.7,2.6,399,1470,0
28/3/2013,23.9,1.8,406,1530,0
29/3/2013,22.9,0.9,420,1640,0.4
30/3/2013,22.5,1.1,427,1690,2.6
31/3/2013,22.1,1,409,1550,28.8
1/4/2013,22.9,1.2,385,1370,0
2/4/2013,25,0.7,379,1330,0.3
3/4/2013,25.9,1.4,383,1360,12.5
4/4/2013,26.8,1.6,391,1410,0
5/4/2013,27.8,1.9,407,1540,0
6/4/2013,23.6,2.6,428,1700,0.1
7/4/2013,20.7,2.9,412,1580,0
8/4/2013,19.9,1.5,376,1310,0
9/4/2013,20.5,1,387,1390,1.2
10/4/2013,19.8,0.9,400,1480,1.9
11/4/2013,17.9,0.8,409,1550,0.2
12/4/2013,19.4,1.8,408,1540,0
13/4/2013,20.5,2.4,402,1500,0
14/4/2013,21.7,2.4,397,1460,0
15/4/2013,22.9,1.4,412,1570,0
16/4/2013,24.8,1.5,434,1760,0
17/4/2013,26.7,2.6,445,1850,0
18/4/2013,27.4,2.1,453,1930,0
19/4/2013,27.2,1.9,470,2090,0
20/4/2013,27.9,2.2,470,2090,0
21/4/2013,26.1,1,452,1920,2.6
22/4/2013,26.7,1.3,470,2090,0
23/4/2013,27.4,2.4,467,2060,0
24/4/2013,26.8,2.4,500,2390,0
25/4/2013,28,2.3,511,2520,0
26/4/2013,24.9,1.7,507,2480,5.1
27/4/2013,26.1,2.5,466,2050,0
28/4/2013,27.2,2.1,459,1990,0
29/4/2013,27,1.9,440,1810,11.6
30/4/2013,28.1,2.3,420,1630,0
1/5/2013,24.2,1.9,421,1640,46.1
2/5/2013,24.6,1,410,1560,20
3/5/2013,26.2,1.8,493,2340,0
4/5/2013,22.9,1.1,558,3030,26.9
5/5/2013,25.4,1.6,554,2990,0
6/5/2013,25.7,1.6,510,2500,34.1
7/5/2013,25.3,1,510,2510,0
8/5/2013,26.4,1.6,528,2690,0
9/5/2013,26.9,1.9,543,2860,0
10/5/2013,26.8,2,547,2910,0
11/5/2013,26.3,2.9,530,2720,0
12/5/2013,26.4,1.8,505,2450,0
13/5/2013,28.1,2.1,488,2270,0
14/5/2013,30.4,2.2,514,2540,0
15/5/2013,32.7,4.1,511,2510,0
16/5/2013,32.9,4.9,529,2710,0
17/5/2013,29.7,2.7,572,3210,10
18/5/2013,27.1,1.7,594,3470,1.8
19/5/2013,29.7,2.3,579,3280,0.8
20/5/2013,31.6,3,566,3130,0
21/5/2013,28.1,1.9,578,3270,17
22/5/2013,29.7,2.8,595,3480,0
23/5/2013,28,1.8,609,3650,6.2
24/5/2013,28.3,1.9,615,3740,0
25/5/2013,28.2,2.4,625,3860,2.5
26/5/2013,28.6,1.7,628,3900,2.1
27/5/2013,31,3.1,608,3640,0
28/5/2013,31.9,3.7,616,3750,0
29/5/2013,28.6,1.9,634,3980,0.1
30/5/2013,26.5,1.7,624,3850,5.5
31/5/2013,28.1,2,666,4420,0
1/6/2013,29,3.2,664,4400,0.8
2/6/2013,27.7,2,637,4030,29.9
3/6/2013,27.2,2.5,654,4260,4.8
4/6/2013,28.3,2.3,652,4230,0.9
5/6/2013,28,1.9,637,4020,1
6/6/2013,29,2.1,657,4300,4.2
7/6/2013,29.3,1.9,684,4680,5.4
8/6/2013,31.2,3.1,669,4470,0
9/6/2013,32.9,5.1,639,4050,0
10/6/2013,26.2,1.9,634,3980,71.4
11/6/2013,26.5,2.3,665,4410,0
12/6/2013,27.7,3.7,713,5120,0
13/6/2013,27,3.4,706,5020,0
14/6/2013,27.4,3.8,674,4550,0
15/6/2013,29.3,4.3,642,4090,0
16/6/2013,29.5,3,628,3910,1.1
17/6/2013,30.1,2.1,623,3840,0
18/6/2013,29.9,2.9,590,3430,0
19/6/2013,31.1,3,547,2910,0
20/6/2013,31,2.6,577,3260,0
21/6/2013,30.4,3.2,620,3800,0
22/6/2013,31,3.3,629,3910,1.5
23/6/2013,28.2,2.2,632,3950,19.8
24/6/2013,26.1,0.8,588,3410,63.1
25/6/2013,26.8,1.1,594,3470,11
26/6/2013,29.4,2.2,664,4390,0
27/6/2013,30.4,2.3,669,4470,0
28/6/2013,30.6,2.4,661,4350,0
29/6/2013,31.4,3,671,4500,0
30/6/2013,29.5,2.7,661,4350,12.5
1/7/2013,28.8,2.5,645,4120,10.8
2/7/2013,29.8,2.3,657,4290,0
3/7/2013,28.2,1.9,698,4890,8.8
4/7/2013,28.8,2.7,706,5020,46.8
5/7/2013,30,1.6,734,5470,0.8
6/7/2013,30.3,2.8,760,5940,0
7/7/2013,28.9,2.8,734,5480,6.6
8/7/2013,28.2,1.8,709,5060,12
9/7/2013,28.4,1.3,715,5170,0.2
10/7/2013,28.6,1.5,747,5720,0
11/7/2013,28,1.3,820,7090,0.2
12/7/2013,28.8,1.7,819,7080,14.2
13/7/2013,28.2,2.1,813,6960,0
14/7/2013,28.9,2.2,788,6460,0
15/7/2013,28.6,1.7,766,6040,0
16/7/2013,27.8,0.8,760,5930,15.6
17/7/2013,26.6,1.4,792,6540,42.4
18/7/2013,27.9,1.3,808,6840,31.6
19/7/2013,27.8,1.6,839,7510,32
20/7/2013,28.7,1.5,892,8680,0
21/7/2013,28.5,2,912,9140,0.3
22/7/2013,27.7,0.7,916,9250,3.9
23/7/2013,26.7,1,910,9090,24.4
24/7/2013,28,1.6,883,8490,0.5
25/7/2013,29,2.2,859,7950,0
26/7/2013,29,1.8,822,7140,0
27/7/2013,25.1,0.3,801,6710,60.2
28/7/2013,25.8,0.4,808,6840,14.3
29/7/2013,26,0.9,844,7620,28.1
30/7/2013,26.5,0.8,959,10300,3.4
31/7/2013,28.5,1.8,1009,11600,2.9
1/8/2013,29.4,2.8,962,10400,0
2/8/2013,30.3,2.9,931,9610,0
3/8/2013,26.8,2.4,925,9460,60.9
4/8/2013,29.2,1.6,1019,11900,1.3
5/8/2013,28.1,1.8,1052,12800,2.6
6/8/2013,29.1,2.3,1033,12300,0
7/8/2013,27.9,2.4,956,10300,35.5
8/8/2013,24.4,0.7,916,9240,77.4
9/8/2013,25.3,0.3,956,10200,60.1
10/8/2013,26.4,0.7,999,11400,0.4
11/8/2013,28.7,1.7,972,10700,0
12/8/2013,29.4,1.9,974,10700,0
13/8/2013,29.9,2.9,961,10400,0
14/8/2013,30,3.9,944,9920,0
15/8/2013,29.9,1.5,866,8110,0
16/8/2013,31.1,3,809,6870,0
17/8/2013,30.3,3.9,779,6280,0
18/8/2013,27.8,2.3,769,6090,26.2
19/8/2013,27.6,3.1,768,6070,1.9
20/8/2013,25.8,0.8,768,6070,26.8
21/8/2013,27,1.6,772,6140,14.6
22/8/2013,28.4,2.4,799,6680,23.5
23/8/2013,30.2,2.3,808,6840,0
24/8/2013,27.1,0.8,789,6470,6.7
25/8/2013,27,1.1,780,6300,0
26/8/2013,27.1,1,846,7670,41.4
27/8/2013,29.2,2,883,8480,0
28/8/2013,29.7,2.1,840,7520,0
29/8/2013,29.4,2.6,797,6640,0
30/8/2013,28.9,2.6,768,6080,0
31/8/2013,26.9,1.1,774,6200,1.9
1/9/2013,26.1,0.5,822,7140,43.3
2/9/2013,26.3,0.3,783,6380,1.3
3/9/2013,28.1,0.9,693,4820,0
4/9/2013,25.3,0.2,681,4680,69.2
5/9/2013,24.1,0.2,788,6940,48.4
6/9/2013,23.6,0.9,1017,12500,8.8
7/9/2013,24.9,1.6,979,10400,7.7
8/9/2013,24.9,0.6,869,7510,8.8
9/9/2013,27,1.6,801,6150,0.2
10/9/2013,28,1.6,814,6380,0
11/9/2013,26.1,1,797,6070,10.6
12/9/2013,25.9,0.3,763,5490,17.2
13/9/2013,27.3,1.4,790,5960,0
14/9/2013,28.3,2.5,846,7000,0
15/9/2013,28.6,2.1,811,6330,0
16/9/2013,28.9,2.5,754,5360,0
17/9/2013,27.4,1.2,702,4570,20.7
18/9/2013,29,2.3,687,4340,0
19/9/2013,28.6,2.5,710,4670,0
20/9/2013,25.6,1.2,692,4420,19.4
21/9/2013,28.2,2.9,711,4700,0
22/9/2013,29.5,3.6,710,4680,0
23/9/2013,28.2,2.3,673,4160,0
24/9/2013,26,0.6,682,4280,3.1
25/9/2013,24.4,0.5,678,4220,74.1
26/9/2013,21.9,0.2,653,3890,56.6
27/9/2013,23.6,1.8,635,3660,0.7
28/9/2013,25.6,2.5,632,3620,0
29/9/2013,25.9,3.9,607,3320,0
30/9/2013,23.8,2.1,608,3330,0.1
1/10/2013,23.3,1.6,602,3270,5.4
2/10/2013,25.7,3.1,577,2990,0.2
3/10/2013,27.7,3.7,571,2920,0
4/10/2013,26.6,2.4,567,2880,0
5/10/2013,26.6,2.4,565,2860,0
6/10/2013,26.6,2.8,542,2640,0
7/10/2013,26.4,5.3,506,2310,0
8/10/2013,26.2,5.5,509,2340,0
9/10/2013,26,4.3,514,2390,0
10/10/2013,26,3.2,512,2360,0
11/10/2013,27.3,4.1,506,2310,0
12/10/2013,27.7,4.3,507,2320,0
13/10/2013,27.6,3.4,515,2390,0
14/10/2013,27.9,3.6,531,2540,0
15/10/2013,28.2,3.4,539,2610,0.1
16/10/2013,24.2,2.2,535,2580,0.5
17/10/2013,21,0.5,520,2440,57.7
18/10/2013,20.2,0.2,496,2220,44.3
19/10/2013,20.7,0.3,496,2210,4.4
20/10/2013,22.7,2.3,485,2130,0
21/10/2013,23.4,1.9,457,1910,0
22/10/2013,24.4,2.6,433,1740,0
23/10/2013,24.3,2.6,432,1740,0
24/10/2013,22.4,2,441,1810,0
25/10/2013,22.4,2.7,437,1780,0
26/10/2013,21.7,2.7,439,1800,0
27/10/2013,21.8,1.8,427,1700,0
28/10/2013,23.1,1.8,415,1590,0
29/10/2013,23.8,1.6,424,1670,2.3
30/10/2013,25,1.8,423,1660,0.9
31/10/2013,24.5,1.3,431,1730,1.1
1/11/2013,24.8,1.3,442,1830,0.1
2/11/2013,25.2,2.4,500,2400,0
3/11/2013,24.7,2,485,2240,0
4/11/2013,24.2,3.6,459,1990,0
5/11/2013,24,3.1,452,1920,0
6/11/2013,24.6,2,461,2000,0
7/11/2013,24.9,1.2,488,2270,0
8/11/2013,24.1,0.9,475,2140,1.2
9/11/2013,25.5,1.8,455,1950,0
10/11/2013,24.2,2.1,443,1840,1.2
11/11/2013,25,2.2,427,1690,11
12/11/2013,24.2,2,458,1980,0
13/11/2013,22.1,2.8,475,2140,0
14/11/2013,21.4,1.4,480,2190,0
15/11/2013,21.3,1.9,465,2040,0
16/11/2013,21.2,1.4,440,1810,0.8
17/11/2013,22.4,1.9,420,1640,0
18/11/2013,21.3,1.9,377,1320,0
19/11/2013,19.8,1.4,344,1090,0.1
20/11/2013,19.3,1.1,343,1090,0
21/11/2013,18.5,1,335,1040,0.4
22/11/2013,20.1,0.9,327,988,0
23/11/2013,21.1,0.4,324,974,0.1
24/11/2013,22.9,0.9,320,952,0
25/11/2013,21.8,3.9,310,892,0
26/11/2013,21.2,2.5,304,859,0
27/11/2013,20.1,0.5,325,979,1.9
28/11/2013,17.6,1.6,330,1010,5
29/11/2013,18.4,2.6,324,971,0
30/11/2013,18.2,2.8,329,1000,0
1/12/2013,19.5,2.8,322,959,0
2/12/2013,18.2,1.8,326,987,0
3/12/2013,17.6,1.4,352,1150,0
4/12/2013,18.7,2,363,1220,0
5/12/2013,18.8,1.6,372,1280,0
6/12/2013,19.3,1.3,364,1220,0
7/12/2013,19,1.6,347,1120,0
8/12/2013,19.2,1.4,339,1060,0
9/12/2013,20.3,1.7,324,974,0
10/12/2013,19.4,1.4,314,911,0
11/12/2013,18.5,1.2,303,852,0
12/12/2013,16.8,0.8,295,806,0
13/12/2013,15.5,0.2,319,942,12.8
14/12/2013,15.8,0.2,335,1040,4.1
15/12/2013,15.1,0.2,360,1200,7.2
16/12/2013,11.9,0.5,407,1560,11
17/12/2013,13.3,1.5,638,4080,0.1
18/12/2013,12.5,1.8,680,4630,0
19/12/2013,11.4,1.5,649,4180,0
20/12/2013,11.2,1.3,622,3830,0
21/12/2013,11.9,1.9,566,3130,0
22/12/2013,12,1.3,513,2540,0
23/12/2013,11.9,1.1,447,1870,0
24/12/2013,14.5,2.4,392,1420,0
25/12/2013,13.3,1.8,339,1070,0
26/12/2013,13.6,2.2,322,962,0
27/12/2013,13.4,2.6,329,1000,0
28/12/2013,12.2,2,395,1450,0
29/12/2013,11.6,1.2,392,1430,0
30/12/2013,13.7,1.9,330,1010,0
31/12/2013,15.1,2.2,325,980,0
1/1/2014,14.2,1.7,310,1170,0
2/1/2014,16,1.6,320,1230,0
3/1/2014,18.5,0.8,348,1410,0
4/1/2014,18.7,1.7,345,1390,0
5/1/2014,17.8,2.1,329,1280,0
6/1/2014,19.9,1.4,317,1210,0
7/1/2014,21.8,1.1,307,1150,0
8/1/2014,20.9,1.5,308,1160,0
9/1/2014,16.4,2.1,297,1090,0
10/1/2014,15.2,1.6,320,1230,0
11/1/2014,15.9,1.2,342,1370,0
12/1/2014,16.3,1.2,429,1980,0.2
13/1/2014,13.8,1.5,508,2560,2.8
14/1/2014,12.9,1.9,537,2790,0
15/1/2014,12.9,1.3,559,2960,0
16/1/2014,14,1.3,558,2950,0
17/1/2014,15.4,1.1,546,2860,0
18/1/2014,16.4,1.9,517,2630,0
19/1/2014,15,1.6,396,1740,0
20/1/2014,16,2.4,276,978,0
21/1/2014,15.7,3.1,239,786,0
22/1/2014,13.7,2.2,240,789,0
23/1/2014,13.8,2.5,404,1800,0
24/1/2014,15.4,1.6,528,2710,0
25/1/2014,17.3,0.9,569,3040,0.9
26/1/2014,18.5,0.9,577,3110,0
27/1/2014,19.7,1.8,583,3160,0
28/1/2014,19.2,1.2,585,3170,0
29/1/2014,19.8,0.9,573,3080,0
30/1/2014,20.2,1.1,461,2210,0
31/1/2014,19.9,2.7,314,1200,0
1/2/2014,19.8,0.8,268,930,0
2/2/2014,20.7,1.2,237,775,0
3/2/2014,22,1.8,222,702,0
4/2/2014,22.4,2.2,213,665,0
5/2/2014,22.4,1.9,223,716,0
6/2/2014,23.7,1.6,430,1990,0
7/2/2014,24.4,2.2,553,2920,0
8/2/2014,19.3,0.8,579,3130,0
9/2/2014,18.3,1.2,577,3110,0
10/2/2014,13.2,2.6,570,3050,0
11/2/2014,11,2.1,559,2970,0
12/2/2014,10.9,0.8,547,2870,0
13/2/2014,10.4,1.1,547,2870,0
14/2/2014,12.5,1.7,543,2840,0
15/2/2014,12.8,1.2,485,2390,0
16/2/2014,13.3,0.5,394,1720,0.1
17/2/2014,15.2,0.4,279,993,0.3
18/2/2014,15.2,0.7,247,826,1.2
19/2/2014,11.1,0.9,256,871,4.2
20/2/2014,13.2,1.8,264,911,0
21/2/2014,14.5,1.6,298,1100,0
22/2/2014,15.6,0.4,326,1270,1.2
23/2/2014,16.3,0.2,338,1340,2.5
24/2/2014,19.3,1,299,1100,0.3
25/2/2014,20.1,0.4,274,958,0.1
26/2/2014,20.4,0.9,306,1140,0.5
27/2/2014,19.7,0.9,312,1180,0
28/2/2014,21.5,0.7,292,1070,0
1/3/2014,22.7,1.2,295,1080,0
2/3/2014,22,1.1,311,1180,0.2
3/3/2014,19.1,0.2,300,1110,0.5
4/3/2014,18.9,0.4,307,1150,0.2
5/3/2014,18.2,0.9,305,1140,0
6/3/2014,18.4,0.4,300,1110,0.3
7/3/2014,18.6,0.2,305,1140,2.7
8/3/2014,18.9,0.2,318,1220,1.1
9/3/2014,15.6,0.2,332,1310,2.5
10/3/2014,14.9,0.2,315,1200,1.4
11/3/2014,16.1,0.3,300,1120,0.1
12/3/2014,19.2,0.8,320,1230,1.2
13/3/2014,20.1,0.2,323,1250,2.2
14/3/2014,18.1,0.2,342,1370,2.7
15/3/2014,17.8,0.9,343,1370,0
16/3/2014,18.1,1,354,1440,1.5
17/3/2014,19.1,0.3,342,1370,0.7
18/3/2014,20.6,0.7,334,1320,0.8
19/3/2014,21.9,0.2,371,1560,1.1
20/3/2014,22.3,0.6,380,1620,1.3
21/3/2014,16.9,0.7,390,1690,14.6
22/3/2014,14.6,0.2,377,1600,7.1
23/3/2014,15.7,0.2,385,1650,17.6
24/3/2014,18.7,0.5,382,1640,8.6
25/3/2014,21.8,0.6,375,1580,0
26/3/2014,22.4,0.8,381,1630,0
27/3/2014,23,1,390,1690,0
28/3/2014,24.3,1.3,396,1730,0
29/3/2014,25.1,0.9,388,1670,0
30/3/2014,25.7,0.9,388,1670,0
31/3/2014,26.1,0.7,366,1520,0
1/4/2014,25.1,1.3,337,1340,0
2/4/2014,22.4,0.8,329,1290,2
3/4/2014,22.6,0.7,341,1360,0.5
4/4/2014,22.3,0.5,352,1440,8.2
5/4/2014,22.1,1,349,1410,1.9
6/4/2014,23.3,0.6,363,1510,7.6
7/4/2014,23.5,1,407,1810,8.7
8/4/2014,22.7,1.1,438,2030,0
9/4/2014,23.6,0.6,470,2280,2.4
10/4/2014,25.6,1,453,2150,4.8
11/4/2014,25.5,1.2,466,2240,0
12/4/2014,25.9,1.1,507,2560,0
13/4/2014,26.5,1.2,518,2640,0
14/4/2014,26.5,1.1,510,2570,0
15/4/2014,26.2,1.3,501,2510,0
16/4/2014,26.3,1.3,508,2560,0
17/4/2014,26.9,1.2,518,2630,0
18/4/2014,26.6,1.3,520,2650,0
19/4/2014,26.8,0.9,518,2640,0
20/4/2014,25.8,0.8,514,2610,0.1
21/4/2014,26.8,1.2,507,2560,0
22/4/2014,26.6,0.4,505,2540,0.1
23/4/2014,26.8,1,503,2530,0
24/4/2014,27.6,0.8,515,2610,0
25/4/2014,26.4,0.9,513,2600,0.6
26/4/2014,26.8,2.2,517,2630,1
27/4/2014,24.4,1,508,2560,78.1
28/4/2014,23.7,0.5,537,2790,0.2
29/4/2014,23.6,1.1,565,3010,2.6
30/4/2014,21.8,1,585,3170,14.2
1/5/2014,24.1,1.1,573,3070,0.9
2/5/2014,25.7,1.8,550,2890,0
3/5/2014,25.9,1.4,553,2910,0
4/5/2014,27.5,0.7,594,3240,0
5/5/2014,21.8,1.4,587,3180,17.8
6/5/2014,22.3,1.4,581,3140,2.4
7/5/2014,22.8,1.1,587,3190,0.2
8/5/2014,25.3,1,586,3180,2.5
9/5/2014,29.2,3.3,589,3210,0
10/5/2014,31.7,4.5,588,3190,0
11/5/2014,31.1,3.5,584,3170,0
12/5/2014,28,2.2,572,3070,4.7
13/5/2014,28.9,1.9,570,3050,0
14/5/2014,31.1,2.3,576,3100,0
15/5/2014,30.5,2.6,566,3020,0
16/5/2014,29.9,1.9,554,2920,0
17/5/2014,29.8,2.2,555,2930,0.2
18/5/2014,29.4,2.3,571,3060,16.3
19/5/2014,28.6,2.1,590,3210,4.8
20/5/2014,29.1,1.7,598,3270,4.4
21/5/2014,30.4,2.1,595,3240,0
22/5/2014,32.3,4.2,573,3070,0
23/5/2014,32.3,3.2,572,3060,0
24/5/2014,31.6,3.2,527,2700,0
25/5/2014,29.4,1.8,481,2360,16.6
26/5/2014,28.1,1.7,402,1780,0
27/5/2014,28,1.4,399,1750,0
28/5/2014,28.3,1.7,450,2130,0
29/5/2014,29.1,1.3,465,2230,0
30/5/2014,29.4,1.8,487,2400,22.3
31/5/2014,28.3,0.9,490,2430,12
1/6/2014,30.3,2.7,472,2290,1.9
2/6/2014,31.9,2.6,462,2220,0
3/6/2014,31.5,2.7,451,2130,0
4/6/2014,29.8,2.5,457,2180,1.1
5/6/2014,28.7,1.2,486,2390,1.9
6/6/2014,28.6,1.8,480,2350,0
7/6/2014,28.4,1.8,454,2160,43.6
8/6/2014,28.4,1.8,465,2240,19.9
9/6/2014,30.6,1.8,491,2430,0
10/6/2014,29.8,2.3,553,2910,2.5
11/6/2014,28.5,1.6,578,3120,5.5
12/6/2014,27.1,1.4,616,3420,3.6
13/6/2014,27,1.4,656,3750,1.2
14/6/2014,25.7,0.7,645,3660,12
15/6/2014,28.4,2,570,3050,0.1
16/6/2014,31,2.3,499,2500,0
17/6/2014,28.1,1,527,2710,46.9
18/6/2014,28.1,1.3,552,2900,30.8
19/6/2014,29.6,2.3,585,3170,4.7
20/6/2014,33,5.9,637,3590,0
21/6/2014,32.4,4.2,666,3830,0
22/6/2014,27.5,1,635,3580,16
23/6/2014,28,0.7,552,2900,0
24/6/2014,28.9,1.4,542,2830,0.1
25/6/2014,30.1,1.7,562,2990,0
26/6/2014,32,3,543,2840,0
27/6/2014,32.8,3.5,540,2810,0
28/6/2014,28.7,1.8,534,2760,10.5
29/6/2014,29.8,1.4,555,2930,0
30/6/2014,29.7,1.3,511,2590,0.5
1/7/2014,28.6,0.7,541,2820,5.7
2/7/2014,28.6,1.8,587,3190,1.1
3/7/2014,29.3,2.4,636,3580,6.4
4/7/2014,30.4,2.1,623,3470,0.2
5/7/2014,28.7,1.7,594,3240,3.9
6/7/2014,29.3,1.6,610,3370,0.6
7/7/2014,29.4,2.7,602,3310,0
8/7/2014,28.9,1.3,576,3100,9.7
9/7/2014,31.3,2.5,615,3410,0
10/7/2014,30.3,2.6,621,3460,0
11/7/2014,28.9,2,642,3640,0.1
12/7/2014,28.7,1.7,649,3690,0
13/7/2014,29.8,1.7,632,3550,2.7
14/7/2014,28.9,2.1,640,3610,36.3
15/7/2014,29.7,2.4,655,3740,0
16/7/2014,29.8,2.1,663,3810,0
17/7/2014,27.8,1.3,663,3810,0
18/7/2014,30.3,3.4,693,4070,0
19/7/2014,28,1.8,705,4190,13.9
20/7/2014,27.4,1.6,700,4140,33.6
21/7/2014,27.4,1.1,784,4900,9.2
22/7/2014,28.7,1.7,918,6160,0.2
23/7/2014,30.6,3.7,976,6740,0
24/7/2014,31.5,3.4,929,6270,0
25/7/2014,31,2.1,877,5760,0.2
26/7/2014,28.6,1.8,834,5350,1.2
27/7/2014,28,1.7,803,5070,8.4
28/7/2014,27.9,2.2,771,4780,0.6
29/7/2014,27.9,1.5,775,4820,7.8
30/7/2014,27.1,1.6,774,4810,0.5
31/7/2014,29.7,2.2,763,4710,0
1/8/2014,30.6,2.6,741,4510,0
2/8/2014,30.5,2.4,707,4200,0
3/8/2014,28.6,2.1,716,4280,4.8
4/8/2014,29.5,2.3,740,4500,0.1
5/8/2014,27.8,1.4,756,4640,11.9
6/8/2014,28.9,1.4,756,4640,0.1
7/8/2014,28.1,1.8,745,4540,3.4
8/8/2014,29.4,1.6,731,4420,0
9/8/2014,27.2,1.1,738,4480,23.5
10/8/2014,31,2.6,729,4400,0
11/8/2014,32.2,3.3,701,4150,0
12/8/2014,30.7,3.2,712,4250,3.2
13/8/2014,25.8,0.7,732,4430,107.3
14/8/2014,26.2,0.7,842,5430,0.6
15/8/2014,27.6,1.4,836,5380,0
16/8/2014,28,1.3,759,4670,3.9
17/8/2014,29.3,2.1,719,4310,0
18/8/2014,30.7,2.3,691,4060,0
19/8/2014,27.7,1.4,688,4040,0.2
20/8/2014,27.1,1.6,713,4250,2.1
21/8/2014,28,1.7,738,4480,0
22/8/2014,28.3,1.2,740,4500,0.4
23/8/2014,28.8,1.8,708,4210,0
24/8/2014,28.5,0.9,697,4110,0
25/8/2014,27.2,1.6,710,4230,0
26/8/2014,26.8,1.2,768,4750,2.7
27/8/2014,27.5,1.9,760,4680,2.5
28/8/2014,26.8,1.1,726,4380,9
29/8/2014,24.9,0.4,724,4350,179.5
30/8/2014,27,1.2,838,5390,27.3
31/8/2014,28.8,1.9,866,5660,0
1/9/2014,27.5,1.2,805,5090,0.1
2/9/2014,26.7,0.6,766,4730,29.4
3/9/2014,27.4,1.2,745,4550,3.5
4/9/2014,28.7,1.5,744,4540,1
5/9/2014,29.2,2.2,723,4350,0
6/9/2014,29.4,1.7,714,4270,4
7/9/2014,29.4,3,696,4110,0
8/9/2014,29.1,1.5,677,3930,0
9/9/2014,29.2,1.4,677,3930,0.7
10/9/2014,29.1,1.7,670,3870,20.8
11/9/2014,29.7,1.8,682,3980,0
12/9/2014,29.9,1.7,683,3990,0
13/9/2014,29.5,1.8,683,3990,0
14/9/2014,29.4,1.8,668,3860,0
15/9/2014,30,2,661,3790,0
16/9/2014,29,2.6,667,3850,1.6
17/9/2014,26.6,1.1,667,3850,69.3
18/9/2014,27.3,0.9,703,4170,4.8
19/9/2014,28.3,1.3,828,5310,0
20/9/2014,28.4,1.1,899,5970,1.4
21/9/2014,25.8,1.5,908,6060,74.2
22/9/2014,27.2,1.7,969,6670,0
23/9/2014,27,2.6,939,6370,0
24/9/2014,27.8,3.1,884,5830,0
25/9/2014,27.7,2.7,835,5360,0
26/9/2014,28.5,2.8,799,5040,0
27/9/2014,28.6,2.5,765,4720,0
28/9/2014,29.1,2.8,751,4600,0
29/9/2014,29.3,3,706,4200,0
30/9/2014,29,3.3,709,4230,0
1/10/2014,29.2,2.7,705,4180,0
2/10/2014,29,2.8,696,4100,0
3/10/2014,29,2.6,682,3980,0
4/10/2014,29.1,2.6,633,3560,0
5/10/2014,25.1,1,626,3500,48.5
6/10/2014,26.3,3.6,655,3740,0
7/10/2014,25.6,3.1,660,3790,0
8/10/2014,25.4,3.3,652,3720,0
9/10/2014,25.4,2.9,620,3450,0
10/10/2014,26.1,2,595,3250,0
11/10/2014,25.9,2.6,577,3110,0
12/10/2014,25.7,3.2,546,2860,0
13/10/2014,25.4,2.6,524,2680,0
14/10/2014,25.2,3.3,562,2990,0
15/10/2014,24.3,2.6,584,3160,0
16/10/2014,25.7,2.9,570,3050,0
17/10/2014,25.3,0.8,555,2930,0
18/10/2014,26,2.2,540,2810,0
19/10/2014,25.6,2.5,536,2780,0
20/10/2014,26.9,2.7,498,2490,0
21/10/2014,27.6,1.9,494,2450,0
22/10/2014,24.8,1.3,509,2570,89.5
23/10/2014,25,1.4,504,2530,0
24/10/2014,24.3,1.3,472,2290,3.2
25/10/2014,24.3,1.2,448,2110,0
26/10/2014,25.7,1.6,396,1730,0
27/10/2014,26.4,1.2,392,1700,0
28/10/2014,24.3,0.7,431,1980,23.5
29/10/2014,25.1,1,420,1900,2.6
30/10/2014,27.1,1.3,395,1730,0.9
31/10/2014,27.3,2,388,1680,0
1/11/2014,27.7,2.4,386,1660,0
2/11/2014,24.3,2.2,402,1780,0
3/11/2014,20.6,1.1,402,1770,1.4
4/11/2014,20.9,1.8,437,2030,0
5/11/2014,22.5,1.5,447,2110,0
6/11/2014,22,0.4,435,2020,2.6
7/11/2014,20.7,0.3,456,2180,18.6
8/11/2014,20.8,1.1,546,2860,5.1
9/11/2014,20,0.9,615,3420,3.5
